,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0,0022300103,1610612764,Washington,Wizards,WAS,wizards,240:00,104.5,102.9,116.6,121.2,-12.1,-18.3,0.667,1.73,18.6,0.255,0.615,0.437,14.643,14.4,0.511,0.543,1.0,0.203,105.26,104.0,86.67,104.0,0.443
1,0022300103,1610612738,Boston,Celtics,BOS,celtics,240:00,116.6,121.2,104.5,102.9,12.1,18.3,0.608,1.72,20.1,0.385,0.745,0.563,16.654,17.3,0.593,0.6,1.0,0.197,105.26,104.0,86.67,104.0,0.557
0,0022300104,1610612737,Atlanta,Hawks,ATL,hawks,240:00,125.8,130.9,112.3,114.1,13.5,16.8,0.583,2.55,21.1,0.184,0.688,0.465,10.9,11.3,0.64,0.676,1.0,0.194,100.76,98.0,81.67,97.0,0.591
1,0022300104,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,112.3,114.1,125.8,130.9,-13.5,-16.8,0.545,1.71,17.8,0.313,0.816,0.535,13.917,14.1,0.578,0.585,1.0,0.192,100.76,98.0,81.67,99.0,0.409
0,0022300105,1610612761,Toronto,Raptors,TOR,raptors,240:00,92.3,97.8,104.7,106.5,-12.4,-8.6,0.5,1.58,14.4,0.333,0.673,0.486,12.17,12.9,0.426,0.452,1.0,0.195,96.6,93.0,77.5,93.0,0.453
1,0022300105,1610612757,Portland,Trail Blazers,POR,blazers,240:00,104.7,106.5,92.3,97.8,12.4,8.6,0.526,1.25,15.7,0.327,0.667,0.514,16.913,17.2,0.512,0.54,1.0,0.195,96.6,93.0,77.5,93.0,0.547
0,0022300106,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,107.0,106.8,120.7,122.5,-13.7,-15.8,0.524,1.83,16.3,0.214,0.804,0.48,11.673,11.7,0.533,0.546,1.0,0.199,103.18,102.5,85.42,103.0,0.426
1,0022300106,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,120.7,122.5,107.0,106.8,13.7,15.8,0.571,1.6,18.0,0.196,0.786,0.52,14.484,14.7,0.637,0.661,1.0,0.199,103.18,102.5,85.42,102.0,0.574
0,0022300107,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,114.9,116.2,110.9,108.6,4.0,7.6,0.545,1.6,17.2,0.261,0.8,0.527,14.124,14.3,0.575,0.609,1.0,0.196,104.5,105.0,87.5,105.0,0.504
1,0022300107,1610612748,Miami,Heat,MIA,heat,240:00,110.9,108.6,114.9,116.2,-4.0,-7.6,0.659,1.8,19.7,0.2,0.739,0.473,14.591,14.3,0.552,0.601,1.0,0.2,104.5,105.0,87.5,105.0,0.496
0,0022300108,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,100.6,102.0,129.0,128.7,-28.4,-26.7,0.605,2.09,16.6,0.25,0.54,0.382,10.844,11.0,0.462,0.488,1.0,0.198,101.12,100.5,83.75,100.0,0.356
1,0022300108,1610612744,Golden State,Warriors,GSW,warriors,240:00,129.0,128.7,100.6,102.0,28.4,26.7,0.549,1.87,18.7,0.46,0.75,0.618,14.881,14.9,0.597,0.609,1.0,0.197,101.12,100.5,83.75,101.0,0.644
0,0022300109,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,118.9,119.2,106.1,108.7,12.8,10.5,0.477,1.4,16.0,0.225,0.714,0.51,14.379,14.4,0.608,0.65,1.0,0.199,104.94,103.5,86.25,104.0,0.584
1,0022300109,1610612765,Detroit,Pistons,DET,pistons,240:00,106.1,108.7,118.9,119.2,-12.8,-10.5,0.795,1.82,20.7,0.286,0.775,0.49,16.105,16.5,0.511,0.551,1.0,0.197,104.94,103.5,86.25,103.0,0.416
0,0022300110,1610612743,Denver,Nuggets,DEN,nuggets,240:00,112.8,112.2,101.4,104.1,11.5,8.2,0.681,2.46,23.4,0.19,0.644,0.455,13.336,13.3,0.613,0.601,1.0,0.197,99.04,98.0,81.67,98.0,0.58
1,0022300110,1610612762,Utah,Jazz,UTA,jazz,240:00,101.4,104.1,112.8,112.2,-11.5,-8.2,0.714,2.31,20.3,0.356,0.81,0.545,12.922,13.3,0.485,0.488,1.0,0.197,99.04,98.0,81.67,98.0,0.42
0,0022300111,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,106.1,107.1,101.1,104.0,5.0,3.0,0.667,1.75,21.4,0.125,0.7,0.47,16.013,16.2,0.582,0.61,1.0,0.198,100.92,99.0,82.5,99.0,0.564
1,0022300111,1610612753,Orlando,Magic,ORL,magic,240:00,101.1,104.0,106.1,107.1,-5.0,-3.0,0.737,2.55,19.7,0.3,0.875,0.53,10.793,11.1,0.474,0.5,1.0,0.202,100.92,99.0,82.5,99.0,0.436
0,0022300112,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,92.6,94.8,110.1,112.4,-17.5,-17.6,0.528,1.27,14.5,0.293,0.66,0.463,15.263,15.6,0.446,0.468,1.0,0.2,98.64,96.5,80.42,96.0,0.408
1,0022300112,1610612752,New York,Knicks,NYK,knicks,240:00,110.1,112.4,92.6,94.8,17.5,17.6,0.474,1.29,14.0,0.34,0.707,0.537,14.141,14.4,0.517,0.562,1.0,0.2,98.64,96.5,80.42,97.0,0.592
0,0022300113,1610612756,Phoenix,Suns,PHX,suns,240:00,111.1,114.0,109.7,113.9,1.4,0.1,0.69,1.53,21.1,0.244,0.75,0.527,18.519,19.0,0.614,0.636,1.0,0.201,103.7,100.5,83.75,100.0,0.521
1,0022300113,1610612759,San Antonio,Spurs,SAS,spurs,240:00,109.7,113.9,111.1,114.0,-1.4,-0.1,0.581,2.08,18.1,0.25,0.756,0.473,11.45,11.9,0.543,0.57,1.0,0.197,103.7,100.5,83.75,101.0,0.479
0,0022300114,1610612746,LA,Clippers,LAC,clippers,240:00,111.2,112.4,97.6,98.1,13.6,14.3,0.659,1.81,20.1,0.277,0.813,0.547,15.077,15.2,0.573,0.595,1.0,0.2,105.32,104.5,87.08,105.0,0.582
1,0022300114,1610612753,Orlando,Magic,ORL,magic,240:00,97.6,98.1,111.2,112.4,-13.6,-14.3,0.605,1.44,17.1,0.188,0.723,0.453,15.308,15.4,0.512,0.534,1.0,0.201,105.32,104.5,87.08,104.0,0.418
0,0022300115,1610612765,Detroit,Pistons,DET,pistons,240:00,94.5,95.3,104.2,104.8,-9.7,-9.5,0.6,1.33,17.5,0.176,0.795,0.463,16.848,17.0,0.506,0.532,1.0,0.199,106.18,105.5,87.92,106.0,0.411
1,0022300115,1610612757,Portland,Trail Blazers,POR,blazers,240:00,104.2,104.8,94.5,95.3,9.7,9.5,0.605,1.35,17.0,0.205,0.824,0.537,16.111,16.2,0.512,0.576,1.0,0.201,106.18,105.5,87.92,105.0,0.589
0,0022300116,1610612761,Toronto,Raptors,TOR,raptors,240:00,129.8,134.0,113.6,113.3,16.2,20.8,0.686,1.94,23.3,0.425,0.783,0.616,17.971,18.6,0.643,0.669,1.0,0.193,98.94,97.5,81.25,97.0,0.61
1,0022300116,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,113.6,113.3,129.8,134.0,-16.2,-20.8,0.543,1.58,15.4,0.217,0.575,0.384,12.28,12.2,0.546,0.599,1.0,0.201,98.94,97.5,81.25,98.0,0.39
0,0022300117,1610612737,Atlanta,Hawks,ATL,hawks,240:00,115.0,118.2,107.9,109.0,7.1,9.2,0.565,1.24,17.0,0.362,0.827,0.606,18.571,19.1,0.549,0.613,1.0,0.197,112.62,110.5,92.08,110.0,0.542
1,0022300117,1610612764,Washington,Wizards,WAS,wizards,240:00,107.9,109.0,115.0,118.2,-7.1,-9.2,0.627,2.91,21.3,0.173,0.638,0.394,9.807,9.9,0.554,0.565,1.0,0.198,112.62,110.5,92.08,111.0,0.458
0,0022300118,1610612738,Boston,Celtics,BOS,celtics,240:00,141.8,144.9,96.9,97.2,44.8,47.7,0.5,2.08,18.3,0.366,0.825,0.633,11.892,12.1,0.674,0.722,1.0,0.196,108.3,107.0,89.17,107.0,0.682
1,0022300118,1610612754,Indiana,Pacers,IND,pacers,240:00,96.9,97.2,141.8,144.9,-44.8,-47.7,0.565,2.89,18.4,0.175,0.634,0.367,8.389,8.4,0.48,0.489,1.0,0.2,108.3,107.0,89.17,107.0,0.318
0,0022300119,1610612748,Miami,Heat,MIA,heat,240:00,99.1,102.9,104.4,104.8,-5.2,-1.9,0.564,1.22,15.8,0.259,0.75,0.49,16.994,17.6,0.5,0.531,1.0,0.195,105.18,103.0,85.83,102.0,0.451
1,0022300119,1610612751,Brooklyn,Nets,BKN,nets,240:00,104.4,104.8,99.1,102.9,5.2,1.9,0.73,1.5,19.5,0.25,0.741,0.51,17.235,17.3,0.549,0.583,1.0,0.201,105.18,103.0,85.83,104.0,0.549
0,0022300120,1610612752,New York,Knicks,NYK,knicks,240:00,86.2,92.7,100.2,97.9,-14.0,-5.2,0.563,1.29,13.1,0.348,0.837,0.541,13.566,14.6,0.375,0.423,1.0,0.196,99.0,96.5,80.42,96.0,0.426
1,0022300120,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,100.2,97.9,86.2,92.7,14.0,5.2,0.688,1.22,17.9,0.163,0.652,0.459,18.987,18.6,0.514,0.574,1.0,0.2,99.0,96.5,80.42,97.0,0.574
0,0022300121,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,98.1,101.9,106.0,105.8,-7.9,-3.8,0.605,1.53,16.8,0.216,0.652,0.467,13.889,14.4,0.472,0.535,1.0,0.196,105.88,104.0,86.67,104.0,0.52
1,0022300121,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,106.0,105.8,98.1,101.9,7.9,3.8,0.575,2.09,15.5,0.348,0.784,0.533,10.601,10.6,0.456,0.479,1.0,0.199,105.88,104.0,86.67,104.0,0.48
0,0022300122,1610612745,Houston,Rockets,HOU,rockets,240:00,122.9,125.5,116.7,116.7,6.3,8.8,0.795,2.06,24.0,0.256,0.633,0.457,16.327,16.7,0.649,0.68,1.0,0.2,103.06,102.0,85.0,102.0,0.55
1,0022300122,1610612766,Charlotte,Hornets,CHA,hornets,240:00,116.7,116.7,122.9,125.5,-6.3,-8.8,0.467,1.31,15.2,0.367,0.744,0.543,15.686,15.7,0.561,0.589,1.0,0.202,103.06,102.0,85.0,102.0,0.45
0,0022300123,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,109.0,112.2,85.2,89.9,23.8,22.3,0.526,1.43,15.5,0.261,0.695,0.505,13.878,14.3,0.506,0.58,1.0,0.198,102.64,98.5,82.08,98.0,0.642
1,0022300123,1610612743,Denver,Nuggets,DEN,nuggets,240:00,85.2,89.9,109.0,112.2,-23.8,-22.3,0.605,1.44,16.5,0.305,0.739,0.495,15.326,16.2,0.427,0.443,1.0,0.194,102.64,98.5,82.08,99.0,0.358
0,0022300124,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,119.6,120.0,110.7,110.5,8.9,9.5,0.622,1.53,17.5,0.333,0.708,0.521,15.736,15.8,0.58,0.611,1.0,0.198,95.08,95.0,79.17,95.0,0.544
1,0022300124,1610612741,Chicago,Bulls,CHI,bulls,240:00,110.7,110.5,119.6,120.0,-8.9,-9.5,0.452,1.46,15.1,0.292,0.667,0.479,13.707,13.7,0.534,0.559,1.0,0.2,95.08,95.0,79.17,95.0,0.456
0,0022300125,1610612762,Utah,Jazz,UTA,jazz,240:00,122.5,124.3,97.3,100.9,25.3,23.4,0.745,1.67,22.8,0.262,0.677,0.514,19.344,19.6,0.667,0.682,1.0,0.197,110.32,107.5,89.58,107.0,0.626
1,0022300125,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,97.3,100.9,122.5,124.3,-25.3,-23.4,0.714,1.56,16.5,0.323,0.738,0.486,14.276,14.8,0.438,0.495,1.0,0.198,110.32,107.5,89.58,108.0,0.374
0,0022300126,1610612744,Golden State,Warriors,GSW,warriors,240:00,103.4,105.2,101.9,103.1,1.6,2.1,0.821,1.78,23.3,0.205,0.648,0.449,18.256,18.6,0.549,0.582,1.0,0.197,98.86,97.5,81.25,97.0,0.523
1,0022300126,1610612758,Sacramento,Kings,SAC,kings,240:00,101.9,103.1,103.4,105.2,-1.6,-2.1,0.667,1.6,17.5,0.352,0.795,0.551,15.133,15.3,0.472,0.515,1.0,0.196,98.86,97.5,81.25,98.0,0.477
0,0022300127,1610612747,Los Angeles,Lakers,LAL,lakers,265:00,117.3,119.3,111.7,113.6,5.6,5.6,0.609,2.0,18.9,0.26,0.759,0.528,12.631,12.8,0.572,0.614,1.0,0.2,100.85,99.17,82.64,109.0,0.578
1,0022300127,1610612746,LA,Clippers,LAC,clippers,265:00,111.7,113.6,117.3,119.3,-5.6,-5.6,0.468,1.69,15.1,0.241,0.74,0.472,11.62,11.8,0.545,0.564,1.0,0.197,100.85,99.17,82.64,110.0,0.422
0,0022300128,1610612755,Philadelphia,76ers,PHI,sixers,240:00,111.8,117.5,101.7,103.1,10.1,14.4,0.5,1.5,15.2,0.358,0.767,0.542,13.725,14.4,0.505,0.553,1.0,0.193,99.68,96.5,80.42,97.0,0.541
1,0022300128,1610612761,Toronto,Raptors,TOR,raptors,240:00,101.7,103.1,111.8,117.5,-10.1,-14.4,0.789,1.58,22.0,0.233,0.642,0.458,19.515,19.8,0.544,0.567,1.0,0.197,99.68,96.5,80.42,96.0,0.459
0,0022300129,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,124.5,123.8,113.2,116.0,11.3,7.8,0.692,2.25,20.1,0.233,0.574,0.423,11.952,11.9,0.575,0.655,1.0,0.201,101.42,100.5,83.75,101.0,0.583
1,0022300129,1610612765,Detroit,Pistons,DET,pistons,240:00,113.2,116.0,124.5,123.8,-11.3,-7.8,0.732,1.88,19.8,0.426,0.767,0.577,15.619,16.0,0.505,0.55,1.0,0.201,101.42,100.5,83.75,100.0,0.417
0,0022300130,1610612762,Utah,Jazz,UTA,jazz,240:00,105.2,105.6,106.6,107.5,-1.5,-1.9,0.659,1.35,18.3,0.314,0.774,0.548,18.615,18.7,0.528,0.563,1.0,0.201,107.64,107.0,89.17,107.0,0.468
1,0022300130,1610612753,Orlando,Magic,ORL,magic,240:00,106.6,107.5,105.2,105.6,1.5,1.9,0.692,1.59,18.6,0.226,0.686,0.452,15.764,15.9,0.518,0.57,1.0,0.199,107.64,107.0,89.17,107.0,0.532
0,0022300131,1610612756,Phoenix,Suns,PHX,suns,240:00,120.5,122.2,128.5,130.7,-8.0,-8.5,0.605,1.86,19.8,0.154,0.702,0.453,13.939,14.1,0.638,0.662,1.0,0.199,101.58,100.0,83.33,99.0,0.449
1,0022300131,1610612759,San Antonio,Spurs,SAS,spurs,240:00,128.5,130.7,120.5,122.2,8.0,8.5,0.725,4.63,24.9,0.298,0.846,0.547,7.788,7.9,0.612,0.636,1.0,0.199,101.58,100.0,83.33,101.0,0.551
0,0022300132,1610612755,Philadelphia,76ers,PHI,sixers,240:00,111.0,113.1,100.5,101.0,10.5,12.1,0.558,1.33,17.2,0.375,0.712,0.561,17.836,18.2,0.539,0.572,1.0,0.197,100.22,99.0,82.5,99.0,0.519
1,0022300132,1610612756,Phoenix,Suns,PHX,suns,240:00,100.5,101.0,111.0,113.1,-10.5,-12.1,0.688,2.0,16.1,0.288,0.625,0.439,11.053,11.1,0.41,0.483,1.0,0.197,100.22,99.0,82.5,99.0,0.481
0,0022300133,1610612754,Indiana,Pacers,IND,pacers,240:00,119.2,125.3,126.1,127.6,-6.9,-2.3,0.689,2.07,21.2,0.38,0.659,0.505,14.418,15.2,0.602,0.62,1.0,0.198,101.58,98.5,82.08,99.0,0.48
1,0022300133,1610612766,Charlotte,Hornets,CHA,hornets,240:00,126.1,127.6,119.2,125.3,6.9,2.3,0.489,1.77,17.1,0.341,0.62,0.495,13.115,13.3,0.58,0.637,1.0,0.2,101.58,98.5,82.08,98.0,0.52
0,0022300134,1610612753,Orlando,Magic,ORL,magic,240:00,112.8,123.7,100.8,103.1,12.1,20.7,0.63,1.81,18.8,0.448,0.681,0.552,15.043,16.5,0.515,0.549,1.0,0.193,103.3,97.5,81.25,97.0,0.586
1,0022300134,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,100.8,103.1,112.8,123.7,-12.1,-20.7,0.459,1.0,13.4,0.319,0.552,0.448,16.959,17.3,0.488,0.542,1.0,0.2,103.3,97.5,81.25,98.0,0.414
0,0022300135,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,110.2,109.4,126.1,129.5,-15.8,-20.1,0.6,2.18,18.7,0.244,0.549,0.406,11.55,11.5,0.524,0.563,1.0,0.196,96.4,95.5,79.58,96.0,0.453
1,0022300135,1610612737,Atlanta,Hawks,ATL,hawks,240:00,126.1,129.5,110.2,109.4,15.8,20.1,0.622,2.15,19.4,0.451,0.756,0.594,13.325,13.7,0.559,0.594,1.0,0.197,96.4,95.5,79.58,95.0,0.547
0,0022300136,1610612751,Brooklyn,Nets,BKN,nets,240:00,110.2,114.0,120.5,124.0,-10.4,-10.0,0.512,3.67,16.2,0.254,0.7,0.459,5.798,6.0,0.515,0.53,1.0,0.197,103.18,100.0,83.33,100.0,0.429
1,0022300136,1610612738,Boston,Celtics,BOS,celtics,240:00,120.5,124.0,110.2,114.0,10.4,10.0,0.512,2.0,16.3,0.3,0.746,0.541,10.692,11.0,0.561,0.609,1.0,0.2,103.18,100.0,83.33,100.0,0.571
0,0022300137,1610612745,Houston,Rockets,HOU,rockets,240:00,110.5,111.5,93.3,94.7,17.2,16.8,0.7,2.55,20.8,0.294,0.836,0.575,11.364,11.5,0.534,0.558,1.0,0.2,96.08,95.0,79.17,96.0,0.607
1,0022300137,1610612758,Sacramento,Kings,SAC,kings,240:00,93.3,94.7,110.5,111.5,-17.2,-16.8,0.625,1.82,16.2,0.164,0.706,0.425,11.535,11.7,0.446,0.482,1.0,0.199,96.08,95.0,79.17,94.0,0.393
0,0022300138,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,127.3,128.1,95.5,97.9,31.8,30.2,0.556,2.27,19.1,0.275,0.621,0.48,11.382,11.5,0.611,0.65,1.0,0.199,98.06,96.5,80.42,96.0,0.698
1,0022300138,1610612762,Utah,Jazz,UTA,jazz,240:00,95.5,97.9,127.3,128.1,-31.8,-30.2,0.571,1.11,14.7,0.379,0.725,0.52,18.094,18.6,0.451,0.482,1.0,0.199,98.06,96.5,80.42,97.0,0.302
0,0022300139,1610612743,Denver,Nuggets,DEN,nuggets,240:00,127.9,125.5,102.9,103.1,24.9,22.4,0.738,2.58,22.6,0.262,0.796,0.549,12.474,12.2,0.617,0.653,1.0,0.2,97.16,98.0,81.67,98.0,0.609
1,0022300139,1610612741,Chicago,Bulls,CHI,bulls,240:00,102.9,103.1,127.9,125.5,-24.9,-22.4,0.718,2.55,20.7,0.204,0.738,0.451,11.211,11.2,0.494,0.525,1.0,0.198,97.16,98.0,81.67,98.0,0.391
0,0022300140,1610612765,Detroit,Pistons,DET,pistons,240:00,106.9,108.2,116.8,121.2,-9.9,-13.0,0.581,1.56,18.6,0.244,0.591,0.416,16.136,16.3,0.54,0.569,1.0,0.196,100.96,98.5,82.08,98.0,0.41
1,0022300140,1610612756,Phoenix,Suns,PHX,suns,240:00,116.8,121.2,106.9,108.2,9.9,13.0,0.674,1.61,19.9,0.409,0.756,0.584,17.517,18.2,0.547,0.608,1.0,0.195,100.96,98.5,82.08,99.0,0.59
0,0022300141,1610612759,San Antonio,Spurs,SAS,spurs,265:00,105.7,106.4,111.4,113.9,-5.6,-7.5,0.625,1.76,20.2,0.26,0.684,0.486,15.494,15.6,0.552,0.57,1.0,0.2,99.7,98.26,81.89,109.0,0.488
1,0022300141,1610612761,Toronto,Raptors,TOR,raptors,265:00,111.4,113.9,105.7,106.4,5.6,7.5,0.659,1.93,19.0,0.316,0.74,0.514,13.582,13.9,0.552,0.567,1.0,0.199,99.7,98.26,81.89,108.0,0.512
0,0022300142,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,114.6,113.9,100.8,102.0,13.9,11.9,0.634,1.44,18.7,0.318,0.682,0.536,17.943,17.8,0.56,0.603,1.0,0.201,101.76,101.5,84.58,101.0,0.591
1,0022300142,1610612744,Golden State,Warriors,GSW,warriors,240:00,100.8,102.0,114.6,113.9,-13.9,-11.9,0.765,2.0,17.8,0.318,0.682,0.464,12.597,12.7,0.447,0.485,1.0,0.2,101.76,101.5,84.58,102.0,0.409
0,0022300143,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,115.8,120.4,110.0,113.5,5.8,6.9,0.721,2.82,21.1,0.264,0.691,0.481,10.273,10.7,0.549,0.59,1.0,0.196,107.16,103.5,86.25,103.0,0.543
1,0022300143,1610612766,Charlotte,Hornets,CHA,hornets,240:00,110.0,113.5,115.8,120.4,-5.8,-6.9,0.612,3.33,20.4,0.309,0.736,0.519,8.392,8.7,0.535,0.545,1.0,0.198,107.16,103.5,86.25,104.0,0.457
0,0022300144,1610612757,Portland,Trail Blazers,POR,blazers,240:00,100.4,100.0,110.1,114.3,-9.7,-14.3,0.622,1.64,16.6,0.339,0.739,0.514,14.056,14.0,0.463,0.492,1.0,0.199,100.66,99.0,82.5,100.0,0.421
1,0022300144,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,110.1,114.3,100.4,100.0,9.7,14.3,0.6,1.59,19.5,0.261,0.661,0.486,16.713,17.3,0.579,0.591,1.0,0.195,100.66,99.0,82.5,98.0,0.579
0,0022300145,1610612765,Detroit,Pistons,DET,pistons,240:00,111.0,112.4,119.7,123.7,-8.8,-11.3,0.605,1.44,17.9,0.238,0.611,0.448,16.287,16.5,0.556,0.611,1.0,0.196,99.24,97.0,80.83,97.0,0.469
1,0022300145,1610612744,Golden State,Warriors,GSW,warriors,240:00,119.7,123.7,111.0,112.4,8.8,11.3,0.565,2.36,18.2,0.389,0.762,0.552,10.974,11.3,0.536,0.565,1.0,0.198,99.24,97.0,80.83,97.0,0.531
0,0022300146,1610612754,Indiana,Pacers,IND,pacers,240:00,136.8,143.4,104.5,103.7,32.3,39.7,0.691,2.53,24.0,0.375,0.759,0.602,13.499,14.2,0.684,0.723,1.0,0.198,108.66,106.5,88.75,106.0,0.646
1,0022300146,1610612759,San Antonio,Spurs,SAS,spurs,240:00,104.5,103.7,136.8,143.4,-32.3,-39.7,0.65,2.36,18.0,0.241,0.625,0.398,10.358,10.3,0.468,0.518,1.0,0.2,108.66,106.5,88.75,107.0,0.354
0,0022300147,1610612753,Orlando,Magic,ORL,magic,240:00,94.5,103.0,112.2,118.2,-17.6,-15.2,0.675,1.29,19.2,0.333,0.804,0.571,19.459,21.2,0.518,0.549,1.0,0.195,106.12,99.0,82.5,99.0,0.452
1,0022300147,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,112.2,118.2,94.5,103.0,17.6,15.2,0.512,1.4,16.1,0.196,0.667,0.429,14.379,15.2,0.591,0.62,1.0,0.192,106.12,99.0,82.5,99.0,0.548
0,0022300148,1610612755,Philadelphia,76ers,PHI,sixers,240:00,129.4,131.5,112.5,115.3,16.9,16.2,0.725,2.31,23.1,0.31,0.714,0.527,14.179,14.4,0.626,0.683,1.0,0.197,113.32,111.0,92.5,111.0,0.604
1,0022300148,1610612764,Washington,Wizards,WAS,wizards,240:00,112.5,115.3,129.4,131.5,-16.9,-16.2,0.633,1.63,20.0,0.286,0.69,0.473,16.696,17.1,0.583,0.611,1.0,0.199,113.32,111.0,92.5,111.0,0.396
0,0022300149,1610612751,Brooklyn,Nets,BKN,nets,240:00,120.5,120.2,123.4,126.5,-2.9,-6.3,0.449,2.75,16.1,0.25,0.706,0.476,7.713,7.7,0.564,0.586,1.0,0.197,104.14,103.0,85.83,104.0,0.47
1,0022300149,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,123.4,126.5,120.5,120.2,2.9,6.3,0.565,2.6,18.2,0.294,0.75,0.524,9.564,9.8,0.563,0.605,1.0,0.201,104.14,103.0,85.83,102.0,0.53
0,0022300150,1610612748,Miami,Heat,MIA,heat,240:00,105.8,109.1,107.9,108.1,-2.1,1.0,0.732,1.67,21.0,0.292,0.872,0.552,17.64,18.2,0.534,0.568,1.0,0.195,100.6,99.0,82.5,99.0,0.508
1,0022300150,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,107.9,108.1,105.8,109.1,2.1,-1.0,0.636,1.65,21.2,0.128,0.708,0.448,17.144,17.2,0.593,0.614,1.0,0.196,100.6,99.0,82.5,99.0,0.492
0,0022300151,1610612752,New York,Knicks,NYK,knicks,240:00,113.4,115.6,102.1,100.0,11.3,15.6,0.683,1.4,19.5,0.447,0.789,0.6,20.425,20.8,0.534,0.579,1.0,0.198,96.48,96.5,80.42,96.0,0.583
1,0022300151,1610612746,LA,Clippers,LAC,clippers,240:00,102.1,100.0,113.4,115.6,-11.3,-15.6,0.583,0.95,17.1,0.211,0.553,0.4,23.148,22.7,0.568,0.606,1.0,0.2,96.48,96.5,80.42,97.0,0.417
0,0022300152,1610612741,Chicago,Bulls,CHI,bulls,240:00,130.8,130.0,113.6,114.1,17.2,15.9,0.542,3.25,19.2,0.255,0.617,0.436,8.052,8.0,0.613,0.641,1.0,0.199,99.42,99.5,82.92,100.0,0.551
1,0022300152,1610612762,Utah,Jazz,UTA,jazz,240:00,113.6,114.1,130.8,130.0,-17.2,-15.9,0.78,1.39,21.6,0.383,0.745,0.564,23.12,23.2,0.57,0.604,1.0,0.197,99.42,99.5,82.92,99.0,0.449
0,0022300153,1610612745,Houston,Rockets,HOU,rockets,240:00,131.4,131.2,104.5,104.3,26.8,26.9,0.651,2.55,22.2,0.212,0.714,0.512,11.843,11.8,0.673,0.702,1.0,0.198,92.84,93.0,77.5,93.0,0.675
1,0022300153,1610612758,Sacramento,Kings,SAC,kings,240:00,104.5,104.3,131.4,131.2,-26.8,-26.9,0.611,1.47,17.4,0.286,0.788,0.488,16.164,16.1,0.531,0.54,1.0,0.197,92.84,93.0,77.5,93.0,0.325
0,0022300154,1610612750,Minnesota,Timberwolves,MIN,timberwolves,265:00,100.0,102.7,95.6,98.2,4.4,4.5,0.591,1.08,17.8,0.224,0.695,0.481,21.053,21.6,0.594,0.594,1.0,0.197,103.23,100.53,83.77,111.0,0.543
1,0022300154,1610612738,Boston,Celtics,BOS,celtics,265:00,95.6,98.2,100.0,102.7,-4.4,-4.5,0.556,1.11,13.8,0.305,0.776,0.519,15.795,16.2,0.451,0.51,1.0,0.198,103.23,100.53,83.77,111.0,0.457
0,0022300155,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,118.7,118.9,110.3,109.3,8.4,9.5,0.6,2.08,18.7,0.24,0.597,0.444,12.25,12.3,0.553,0.605,1.0,0.2,106.1,106.5,88.75,106.0,0.55
1,0022300155,1610612737,Atlanta,Hawks,ATL,hawks,240:00,110.3,109.3,118.7,118.9,-8.4,-9.5,0.711,1.8,17.1,0.403,0.76,0.556,14.14,14.0,0.441,0.504,1.0,0.201,106.1,106.5,88.75,107.0,0.45
0,0022300156,1610612743,Denver,Nuggets,DEN,nuggets,240:00,128.7,134.0,114.2,114.9,14.5,19.1,0.725,3.7,24.3,0.304,0.761,0.533,9.604,10.0,0.616,0.637,1.0,0.195,102.86,100.5,83.75,100.0,0.581
1,0022300156,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,114.2,114.9,128.7,134.0,-14.5,-19.1,0.533,1.85,18.0,0.239,0.696,0.467,12.795,12.9,0.572,0.6,1.0,0.199,102.86,100.5,83.75,101.0,0.419
