,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
1,0022300317,1610612751,Brooklyn,Nets,BKN,nets,240:00,120.1,124.7,119.3,117.9,0.8,6.8,0.585,3.43,18.4,0.255,0.636,0.432,7.249,7.5,0.545,0.583,1.0,0.199,95.22,94.0,78.33,93.0,0.491
0,0022300318,1610612762,Utah,Jazz,UTA,jazz,240:00,108.1,113.6,107.5,109.7,0.6,3.9,0.721,1.94,20.1,0.379,0.7,0.542,14.782,15.5,0.52,0.546,1.0,0.198,106.66,103.0,85.83,103.0,0.517
1,0022300318,1610612752,New York,Knicks,NYK,knicks,240:00,107.5,109.7,108.1,113.6,-0.6,-3.9,0.512,1.91,15.0,0.3,0.621,0.458,10.468,10.7,0.484,0.523,1.0,0.195,106.66,103.0,85.83,103.0,0.483
0,0022300319,1610612738,Boston,Celtics,BOS,celtics,240:00,123.7,119.6,109.8,111.5,13.9,8.1,0.512,1.69,17.1,0.295,0.727,0.511,13.859,13.4,0.582,0.618,1.0,0.2,95.64,96.5,80.42,97.0,0.552
1,0022300319,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,109.8,111.5,123.7,119.6,-13.9,-8.1,0.525,1.31,16.5,0.273,0.705,0.489,16.414,16.7,0.548,0.591,1.0,0.201,95.64,96.5,80.42,96.0,0.448
0,0022300320,1610612748,Miami,Heat,MIA,heat,240:00,117.9,117.2,123.8,126.5,-5.9,-9.4,0.703,2.36,19.6,0.261,0.712,0.5,11.179,11.1,0.556,0.608,1.0,0.201,99.3,98.5,82.08,99.0,0.463
1,0022300320,1610612741,Chicago,Bulls,CHI,bulls,240:00,123.8,126.5,117.9,117.2,5.9,9.4,0.711,6.4,22.3,0.288,0.739,0.5,4.99,5.1,0.559,0.584,1.0,0.201,99.3,98.5,82.08,98.0,0.537
0,0022300321,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,98.1,100.0,114.4,117.8,-16.3,-17.8,0.538,1.31,16.4,0.159,0.667,0.424,15.546,15.8,0.512,0.555,1.0,0.196,103.46,101.0,84.17,101.0,0.419
1,0022300321,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,114.4,117.8,98.1,100.0,16.3,17.8,0.682,1.76,20.5,0.333,0.841,0.576,16.346,16.8,0.58,0.601,1.0,0.195,103.46,101.0,84.17,101.0,0.581
0,0022300322,1610612743,Denver,Nuggets,DEN,nuggets,240:00,117.8,120.4,99.2,99.0,18.6,21.4,0.66,3.44,20.9,0.315,0.672,0.5,8.552,8.7,0.535,0.573,1.0,0.196,103.52,102.5,85.42,103.0,0.626
1,0022300322,1610612751,Brooklyn,Nets,BKN,nets,240:00,99.2,99.0,117.8,120.4,-18.6,-21.4,0.718,1.75,18.9,0.328,0.685,0.5,15.717,15.7,0.453,0.487,1.0,0.2,103.52,102.5,85.42,102.0,0.374
0,0022300323,1610612757,Portland,Trail Blazers,POR,blazers,240:00,113.0,120.0,126.9,128.4,-13.9,-8.4,0.698,2.73,19.7,0.453,0.659,0.537,10.9,11.6,0.495,0.514,1.0,0.2,98.54,95.0,79.17,95.0,0.442
1,0022300323,1610612762,Utah,Jazz,UTA,jazz,240:00,126.9,128.4,113.0,120.0,13.9,8.4,0.551,2.45,19.8,0.341,0.547,0.463,11.439,11.6,0.592,0.621,1.0,0.198,98.54,95.0,79.17,95.0,0.558
0,0022300324,1610612758,Sacramento,Kings,SAC,kings,240:00,116.1,118.5,109.9,112.8,6.2,5.7,0.681,1.88,20.9,0.306,0.644,0.491,15.421,15.7,0.589,0.614,1.0,0.201,111.06,108.5,90.42,108.0,0.549
1,0022300324,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,109.9,112.8,116.1,118.5,-6.2,-5.7,0.591,1.86,16.9,0.356,0.694,0.509,12.513,12.8,0.485,0.54,1.0,0.197,111.06,108.5,90.42,109.0,0.451
0,0022300325,1610612746,LA,Clippers,LAC,clippers,240:00,123.2,127.4,116.1,117.7,7.2,9.7,0.659,1.93,20.0,0.293,0.654,0.495,14.257,14.7,0.586,0.642,1.0,0.194,97.78,95.5,79.58,95.0,0.568
1,0022300325,1610612744,Golden State,Warriors,GSW,warriors,240:00,116.1,117.7,123.2,127.4,-7.2,-9.7,0.55,1.69,16.3,0.346,0.707,0.505,13.353,13.5,0.522,0.563,1.0,0.194,97.78,95.5,79.58,96.0,0.432
0,0022300326,1610612766,Charlotte,Hornets,CHA,hornets,240:00,105.7,108.1,113.0,112.0,-7.4,-3.9,0.439,2.25,14.1,0.208,0.696,0.434,7.902,8.1,0.495,0.528,1.0,0.2,100.16,99.5,82.92,99.0,0.433
1,0022300326,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,113.0,112.0,105.7,108.1,7.4,3.9,0.632,1.5,17.9,0.304,0.792,0.566,16.149,16.0,0.531,0.595,1.0,0.2,100.16,99.5,82.92,100.0,0.567
0,0022300327,1610612755,Philadelphia,76ers,PHI,sixers,240:00,115.2,120.4,87.5,88.5,27.7,31.9,0.585,2.0,16.3,0.383,0.796,0.569,11.148,11.7,0.49,0.555,1.0,0.201,106.38,103.5,86.25,103.0,0.67
1,0022300327,1610612765,Detroit,Pistons,DET,pistons,240:00,87.5,88.5,115.2,120.4,-27.7,-31.9,0.543,0.9,14.5,0.204,0.617,0.431,19.977,20.2,0.457,0.505,1.0,0.198,106.38,103.5,86.25,104.0,0.33
0,0022300328,1610612764,Washington,Wizards,WAS,wizards,240:00,119.7,122.3,106.0,109.8,13.7,12.5,0.692,1.89,22.7,0.31,0.7,0.539,16.603,17.0,0.636,0.662,1.0,0.198,115.24,112.0,93.33,112.0,0.589
1,0022300328,1610612754,Indiana,Pacers,IND,pacers,240:00,106.0,109.8,119.7,122.3,-13.7,-12.5,0.729,2.33,21.3,0.3,0.69,0.461,12.927,13.4,0.519,0.539,1.0,0.198,115.24,112.0,93.33,112.0,0.411
0,0022300329,1610612738,Boston,Celtics,BOS,celtics,240:00,124.5,129.3,107.9,113.3,16.7,16.0,0.646,2.82,21.7,0.292,0.583,0.438,10.7,11.1,0.62,0.635,1.0,0.197,102.86,98.5,82.08,99.0,0.584
1,0022300329,1610612753,Orlando,Magic,ORL,magic,240:00,107.9,113.3,124.5,129.3,-16.7,-16.0,0.595,1.19,17.7,0.417,0.708,0.563,20.404,21.4,0.563,0.585,1.0,0.202,102.86,98.5,82.08,98.0,0.416
0,0022300330,1610612761,Toronto,Raptors,TOR,raptors,240:00,105.1,104.0,123.0,123.8,-17.9,-19.8,0.75,2.14,22.7,0.068,0.62,0.362,14.141,14.0,0.584,0.591,1.0,0.2,100.32,100.5,83.75,100.0,0.423
1,0022300330,1610612737,Atlanta,Hawks,ATL,hawks,240:00,123.0,123.8,105.1,104.0,17.9,19.8,0.654,2.43,22.4,0.38,0.932,0.638,13.774,13.9,0.594,0.603,1.0,0.196,100.32,100.5,83.75,101.0,0.577
0,0022300331,1610612759,San Antonio,Spurs,SAS,spurs,240:00,124.8,130.3,117.0,115.0,7.8,15.3,0.745,3.89,23.8,0.271,0.776,0.526,8.707,9.1,0.589,0.624,1.0,0.196,100.84,99.5,82.92,99.0,0.536
1,0022300331,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,117.0,115.0,124.8,130.3,-7.8,-15.3,0.744,5.33,23.0,0.224,0.729,0.474,6.103,6.0,0.545,0.568,1.0,0.201,100.84,99.5,82.92,100.0,0.464
0,0022300332,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,92.7,99.0,105.0,105.1,-12.4,-6.1,0.514,1.06,14.0,0.339,0.684,0.513,17.375,18.6,0.462,0.487,1.0,0.194,100.84,97.5,81.25,97.0,0.415
1,0022300332,1610612745,Houston,Rockets,HOU,rockets,240:00,105.0,105.1,92.7,99.0,12.4,6.1,0.563,1.64,13.7,0.316,0.661,0.487,11.215,11.2,0.426,0.505,1.0,0.2,100.84,97.5,81.25,98.0,0.585
0,0022300333,1610612756,Phoenix,Suns,PHX,suns,240:00,120.5,124.5,144.3,143.3,-23.8,-18.8,0.638,2.5,21.2,0.302,0.75,0.506,11.853,12.2,0.583,0.615,1.0,0.194,98.78,97.5,81.25,98.0,0.432
1,0022300333,1610612752,New York,Knicks,NYK,knicks,240:00,144.3,143.3,120.5,124.5,23.8,18.8,0.571,2.55,21.0,0.25,0.698,0.494,11.42,11.3,0.701,0.737,1.0,0.197,98.78,97.5,81.25,97.0,0.568
0,0022301201,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,146.9,143.1,114.5,119.6,32.4,23.5,0.582,2.67,22.3,0.316,0.617,0.482,12.077,11.8,0.731,0.735,1.0,0.201,102.94,102.0,85.0,102.0,0.579
1,0022301201,1610612752,New York,Knicks,NYK,knicks,240:00,114.5,119.6,146.9,143.1,-32.4,-23.5,0.628,1.59,18.6,0.383,0.684,0.518,15.959,16.7,0.534,0.601,1.0,0.197,102.94,102.0,85.0,102.0,0.421
0,0022301202,1610612754,Indiana,Pacers,IND,pacers,240:00,119.3,119.6,104.4,108.7,14.9,10.9,0.651,4.67,20.4,0.151,0.63,0.393,5.869,5.9,0.559,0.591,1.0,0.2,104.76,102.5,85.42,102.0,0.534
1,0022301202,1610612738,Boston,Celtics,BOS,celtics,240:00,104.4,108.7,119.3,119.6,-14.9,-10.9,0.587,1.5,18.3,0.37,0.849,0.607,16.779,17.5,0.536,0.548,1.0,0.198,104.76,102.5,85.42,103.0,0.466
0,0022301203,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,103.9,109.3,104.8,105.1,-0.9,4.2,0.632,2.4,16.3,0.394,0.692,0.505,9.804,10.3,0.417,0.469,1.0,0.197,100.12,97.5,81.25,97.0,0.46
1,0022301203,1610612756,Phoenix,Suns,PHX,suns,240:00,104.8,105.1,103.9,109.3,0.9,-4.2,0.676,1.14,19.0,0.308,0.606,0.495,22.394,22.4,0.573,0.611,1.0,0.198,100.12,97.5,81.25,98.0,0.54
0,0022301204,1610612758,Sacramento,Kings,SAC,kings,240:00,114.1,119.4,129.4,127.0,-15.3,-7.6,0.763,2.07,20.3,0.354,0.667,0.5,13.656,14.3,0.529,0.588,1.0,0.201,100.32,99.0,82.5,98.0,0.447
1,0022301204,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,129.4,127.0,114.1,119.4,15.3,7.6,0.617,2.07,20.7,0.333,0.646,0.5,14.268,14.0,0.621,0.654,1.0,0.196,100.32,99.0,82.5,100.0,0.553
0,0022301205,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,118.9,119.8,106.4,107.8,12.4,12.0,0.63,1.71,20.6,0.256,0.771,0.527,16.699,16.8,0.616,0.638,1.0,0.197,103.04,102.0,85.0,101.0,0.534
1,0022301205,1610612753,Orlando,Magic,ORL,magic,240:00,106.4,107.8,118.9,119.8,-12.4,-12.0,0.537,2.0,16.5,0.229,0.744,0.473,10.549,10.7,0.5,0.553,1.0,0.198,103.04,102.0,85.0,103.0,0.466
0,0022301206,1610612765,Detroit,Pistons,DET,pistons,240:00,98.1,100.0,113.5,113.7,-15.4,-13.7,0.732,1.76,21.1,0.22,0.761,0.479,16.352,16.7,0.511,0.537,1.0,0.196,103.06,102.0,85.0,102.0,0.435
1,0022301206,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,113.5,113.7,98.1,100.0,15.4,13.7,0.553,1.86,19.0,0.239,0.78,0.521,13.704,13.7,0.577,0.597,1.0,0.2,103.06,102.0,85.0,102.0,0.565
0,0022301207,1610612761,Toronto,Raptors,TOR,raptors,240:00,103.5,105.1,116.2,114.3,-12.7,-9.2,0.784,2.07,21.2,0.24,0.833,0.531,14.073,14.3,0.512,0.551,1.0,0.201,97.92,98.0,81.67,98.0,0.458
1,0022301207,1610612748,Miami,Heat,MIA,heat,240:00,116.2,114.3,103.5,105.1,12.7,9.2,0.805,4.71,24.0,0.167,0.76,0.469,7.264,7.1,0.539,0.575,1.0,0.199,97.92,98.0,81.67,98.0,0.542
0,0022301208,1610612764,Washington,Wizards,WAS,wizards,240:00,120.6,120.0,122.5,126.0,-1.9,-6.0,0.75,3.55,26.8,0.1,0.696,0.419,10.524,10.5,0.641,0.66,1.0,0.199,105.74,104.5,87.08,105.0,0.507
1,0022301208,1610612755,Philadelphia,76ers,PHI,sixers,240:00,122.5,126.0,120.6,120.0,1.9,6.0,0.617,2.64,19.7,0.304,0.9,0.581,10.284,10.6,0.554,0.612,1.0,0.198,105.74,104.5,87.08,104.0,0.493
0,0022301209,1610612737,Atlanta,Hawks,ATL,hawks,240:00,108.7,109.7,109.0,109.6,-0.3,0.1,0.595,1.92,17.9,0.25,0.75,0.509,12.51,12.6,0.511,0.554,1.0,0.198,104.24,103.5,86.25,103.0,0.504
1,0022301209,1610612751,Brooklyn,Nets,BKN,nets,240:00,109.0,109.6,108.7,109.7,0.3,-0.1,0.558,2.0,17.1,0.25,0.75,0.491,11.477,11.5,0.516,0.545,1.0,0.199,104.24,103.5,86.25,104.0,0.496
0,0022301210,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,102.8,101.0,88.2,94.0,14.6,7.0,0.556,1.43,15.4,0.25,0.677,0.487,14.107,13.9,0.483,0.53,1.0,0.201,102.92,100.5,83.75,101.0,0.574
1,0022301210,1610612759,San Antonio,Spurs,SAS,spurs,240:00,88.2,94.0,102.8,101.0,-14.6,-7.0,0.605,1.92,16.1,0.323,0.75,0.513,11.257,12.0,0.416,0.437,1.0,0.199,102.92,100.5,83.75,100.0,0.426
0,0022301211,1610612741,Chicago,Bulls,CHI,bulls,240:00,113.5,112.1,99.7,102.0,13.8,10.1,0.605,1.44,16.2,0.411,0.745,0.57,16.367,16.2,0.489,0.54,1.0,0.202,99.02,98.5,82.08,99.0,0.547
1,0022301211,1610612766,Charlotte,Hornets,CHA,hornets,240:00,99.7,102.0,113.5,112.1,-13.8,-10.1,0.641,1.47,18.2,0.255,0.589,0.43,16.953,17.3,0.489,0.525,1.0,0.194,99.02,98.5,82.08,98.0,0.453
0,0022301212,1610612745,Houston,Rockets,HOU,rockets,240:00,106.1,111.1,98.5,103.1,7.6,8.0,0.7,1.33,19.8,0.356,0.846,0.619,20.255,21.2,0.572,0.593,1.0,0.195,103.12,98.5,82.08,99.0,0.558
1,0022301212,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,98.5,103.1,106.1,111.1,-7.6,-8.0,0.595,2.44,17.1,0.154,0.644,0.381,8.775,9.2,0.471,0.518,1.0,0.195,103.12,98.5,82.08,98.0,0.442
0,0022301213,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,138.2,141.3,94.2,93.3,44.0,48.1,0.661,4.63,24.0,0.306,0.759,0.544,7.522,7.7,0.663,0.672,1.0,0.198,104.64,104.0,86.67,104.0,0.703
1,0022301213,1610612762,Utah,Jazz,UTA,jazz,240:00,94.2,93.3,138.2,141.3,-44.0,-48.1,0.629,1.16,16.2,0.241,0.694,0.456,18.461,18.3,0.471,0.511,1.0,0.202,104.64,104.0,86.67,104.0,0.297
0,0022301214,1610612744,Golden State,Warriors,GSW,warriors,240:00,107.3,111.1,104.9,106.0,2.4,5.1,0.556,1.18,14.5,0.365,0.719,0.55,16.582,17.2,0.477,0.547,1.0,0.199,101.78,99.5,82.92,99.0,0.547
1,0022301214,1610612757,Portland,Trail Blazers,POR,blazers,240:00,104.9,106.0,107.3,111.1,-2.4,-5.1,0.564,2.2,16.4,0.281,0.635,0.45,9.897,10.0,0.495,0.519,1.0,0.2,101.78,99.5,82.92,100.0,0.453
0,0022301215,1610612746,LA,Clippers,LAC,clippers,240:00,115.6,114.4,103.1,106.3,12.6,8.2,0.525,1.91,16.2,0.327,0.684,0.519,11.458,11.3,0.529,0.566,1.0,0.202,97.48,96.5,80.42,97.0,0.549
1,0022301215,1610612743,Denver,Nuggets,DEN,nuggets,240:00,103.1,106.3,115.6,114.4,-12.6,-8.2,0.707,2.64,20.4,0.316,0.673,0.481,11.116,11.5,0.48,0.5,1.0,0.2,97.48,96.5,80.42,96.0,0.451
0,0022301216,1610612766,Charlotte,Hornets,CHA,hornets,240:00,122.9,121.4,113.5,117.2,9.5,4.3,0.682,1.88,22.4,0.194,0.617,0.434,16.529,16.3,0.639,0.678,1.0,0.198,99.52,98.5,82.08,98.0,0.528
1,0022301216,1610612761,Toronto,Raptors,TOR,raptors,240:00,113.5,117.2,122.9,121.4,-9.5,-4.3,0.681,2.29,21.6,0.383,0.806,0.566,13.693,14.1,0.538,0.567,1.0,0.196,99.52,98.5,82.08,99.0,0.472
0,0022301217,1610612753,Orlando,Magic,ORL,magic,240:00,121.3,123.0,91.4,91.0,29.9,32.0,0.531,2.6,19.5,0.2,0.82,0.544,9.866,10.0,0.607,0.632,1.0,0.196,100.46,100.0,83.33,100.0,0.678
1,0022301217,1610612765,Detroit,Pistons,DET,pistons,240:00,91.4,91.0,121.3,123.0,-29.9,-32.0,0.5,1.06,13.6,0.18,0.8,0.456,16.071,16.0,0.457,0.497,1.0,0.197,100.46,100.0,83.33,100.0,0.322
0,0022301218,1610612755,Philadelphia,76ers,PHI,sixers,240:00,124.7,126.3,109.4,114.0,15.3,12.3,0.571,2.18,17.4,0.333,0.554,0.46,10.969,11.1,0.546,0.605,1.0,0.198,102.26,99.5,82.92,99.0,0.604
1,0022301218,1610612737,Atlanta,Hawks,ATL,hawks,240:00,109.4,114.0,124.7,126.3,-15.3,-12.3,0.488,1.43,13.6,0.446,0.667,0.54,13.431,14.0,0.457,0.503,1.0,0.196,102.26,99.5,82.92,100.0,0.396
0,0022301219,1610612751,Brooklyn,Nets,BKN,nets,240:00,118.2,124.0,93.1,95.1,25.1,28.9,0.54,2.45,18.0,0.393,0.696,0.545,10.484,11.0,0.529,0.554,1.0,0.197,104.58,101.0,84.17,100.0,0.654
1,0022301219,1610612764,Washington,Wizards,WAS,wizards,240:00,93.1,95.1,118.2,124.0,-25.1,-28.9,0.5,1.19,14.0,0.304,0.607,0.455,15.349,15.7,0.451,0.484,1.0,0.2,104.58,101.0,84.17,102.0,0.346
0,0022301220,1610612748,Miami,Heat,MIA,heat,240:00,95.6,99.0,111.6,111.0,-16.1,-12.0,0.622,1.28,17.2,0.212,0.74,0.471,17.375,18.0,0.517,0.535,1.0,0.199,101.52,100.0,83.33,100.0,0.393
1,0022301220,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,111.6,111.0,95.6,99.0,16.1,12.0,0.525,1.62,15.9,0.26,0.788,0.529,13.073,13.0,0.54,0.564,1.0,0.199,101.52,100.0,83.33,100.0,0.607
0,0022301221,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,106.9,109.6,130.3,132.3,-23.4,-22.7,0.649,2.4,18.7,0.2,0.523,0.351,10.378,10.6,0.517,0.546,1.0,0.197,96.9,95.0,79.17,94.0,0.35
1,0022301221,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,130.3,132.3,106.9,109.6,23.4,22.7,0.682,2.31,21.1,0.477,0.8,0.649,13.342,13.5,0.585,0.639,1.0,0.201,96.9,95.0,79.17,96.0,0.65
0,0022301222,1610612760,Oklahoma City,Thunder,OKC,thunder,265:00,121.2,120.0,114.2,119.3,7.1,0.7,0.294,1.36,10.7,0.24,0.5,0.38,9.663,9.6,0.546,0.606,1.0,0.195,105.49,103.7,86.42,115.0,0.547
1,0022301222,1610612744,Golden State,Warriors,GSW,warriors,265:00,114.2,119.3,121.2,120.0,-7.1,-0.7,0.592,1.0,16.8,0.5,0.76,0.62,24.345,25.4,0.563,0.596,1.0,0.197,105.49,103.7,86.42,114.0,0.453
0,0022301223,1610612759,San Antonio,Spurs,SAS,spurs,240:00,118.1,117.9,125.3,127.4,-7.2,-9.5,0.897,2.69,25.0,0.273,0.581,0.453,13.713,13.7,0.572,0.61,1.0,0.198,95.68,95.0,79.17,95.0,0.51
1,0022301223,1610612741,Chicago,Bulls,CHI,bulls,240:00,125.3,127.4,118.1,117.9,7.2,9.5,0.574,3.38,18.3,0.419,0.727,0.547,8.285,8.4,0.525,0.537,1.0,0.196,95.68,95.0,79.17,95.0,0.49
0,0022301224,1610612743,Denver,Nuggets,DEN,nuggets,240:00,106.1,111.6,114.6,117.5,-8.5,-5.9,0.579,2.2,16.4,0.286,0.7,0.481,10.012,10.5,0.478,0.52,1.0,0.198,99.68,96.0,80.0,95.0,0.47
1,0022301224,1610612745,Houston,Rockets,HOU,rockets,240:00,114.6,117.5,106.1,111.6,8.5,5.9,0.6,2.1,16.0,0.3,0.714,0.519,10.052,10.3,0.506,0.567,1.0,0.196,99.68,96.0,80.0,97.0,0.53
0,0022301225,1610612762,Utah,Jazz,UTA,jazz,240:00,100.4,104.0,116.7,119.4,-16.3,-15.3,0.605,1.44,17.2,0.292,0.745,0.516,15.601,16.2,0.506,0.545,1.0,0.194,101.4,98.5,82.08,99.0,0.467
1,0022301225,1610612746,LA,Clippers,LAC,clippers,240:00,116.7,119.4,100.4,104.0,16.3,15.3,0.535,1.64,17.1,0.255,0.708,0.484,13.966,14.3,0.574,0.602,1.0,0.192,101.4,98.5,82.08,98.0,0.533
0,0022301226,1610612757,Portland,Trail Blazers,POR,blazers,240:00,101.9,107.7,117.2,121.4,-15.3,-13.7,0.513,1.33,13.5,0.394,0.739,0.536,13.646,14.4,0.457,0.496,1.0,0.199,108.3,103.5,86.25,104.0,0.392
1,0022301226,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,117.2,121.4,101.9,107.7,15.3,13.7,0.553,1.73,18.4,0.261,0.606,0.464,14.061,14.6,0.582,0.621,1.0,0.197,108.3,103.5,86.25,103.0,0.608
0,0022301227,1610612738,Boston,Celtics,BOS,celtics,240:00,132.7,134.3,120.7,125.5,12.0,8.8,0.5,3.0,18.1,0.227,0.622,0.427,7.981,8.1,0.632,0.663,1.0,0.196,101.06,98.5,82.08,99.0,0.532
1,0022301227,1610612752,New York,Knicks,NYK,knicks,240:00,120.7,125.5,132.7,134.3,-12.0,-8.8,0.636,2.0,19.7,0.378,0.773,0.573,13.742,14.3,0.585,0.616,1.0,0.198,101.06,98.5,82.08,98.0,0.468
0,0022301228,1610612756,Phoenix,Suns,PHX,suns,240:00,110.3,109.3,115.4,116.3,-5.1,-7.0,0.65,2.36,20.0,0.217,0.686,0.464,11.444,11.3,0.548,0.569,1.0,0.202,97.46,97.5,81.25,97.0,0.495
1,0022301228,1610612758,Sacramento,Kings,SAC,kings,240:00,115.4,116.3,110.3,109.3,5.1,7.0,0.595,1.92,18.0,0.314,0.783,0.536,13.158,13.3,0.533,0.565,1.0,0.193,97.46,97.5,81.25,98.0,0.505
0,0022301229,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,109.9,112.3,118.5,121.9,-8.7,-9.6,0.442,1.58,13.6,0.316,0.661,0.487,11.078,11.3,0.51,0.549,1.0,0.201,108.16,105.5,87.92,106.0,0.431
1,0022301229,1610612754,Indiana,Pacers,IND,pacers,240:00,118.5,121.9,109.9,112.3,8.7,9.6,0.6,3.0,19.6,0.339,0.684,0.513,9.259,9.5,0.525,0.566,1.0,0.198,108.16,105.5,87.92,105.0,0.569
0,0022301230,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,129.4,127.9,85.7,86.4,43.7,41.5,0.66,2.07,21.4,0.295,0.766,0.574,14.597,14.4,0.645,0.673,1.0,0.199,103.28,103.5,86.25,104.0,0.724
1,0022301230,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,85.7,86.4,129.4,127.9,-43.7,-41.5,0.647,1.83,16.0,0.234,0.705,0.426,11.561,11.7,0.395,0.429,1.0,0.202,103.28,103.5,86.25,103.0,0.276
